ID	pLDDT_mean	pTM	ipTM	ranking_score	model_cif
WWF13248	0.89	0.89	0.89	0.93	structures/output/WWF13248/WWF13248_model.cif
WWF13250	0.84	0.73	0.73	0.794	structures/output/WWF13250/WWF13250_model.cif
WWF13251	0.74	0.77	0.77	0.846	structures/output/WWF13251/WWF13251_model.cif
WWF13252	0.7	0.5	0.5	0.58	structures/output/WWF13252/WWF13252_model.cif
WWF13253	0.84	0.81	0.81	0.822	structures/output/WWF13253/WWF13253_model.cif
WWF13271	0.82	0.8	0.8	0.903	structures/output/WWF13271/WWF13271_model.cif
WWF13273	0.79	0.72	0.72	0.776	structures/output/WWF13273/WWF13273_model.cif
WWF13274	0.82	0.78	0.78	0.889	structures/output/WWF13274/WWF13274_model.cif
WWF13275	0.81	0.78	0.78	0.812	structures/output/WWF13275/WWF13275_model.cif
WWF13278	0.84	0.85	0.85	0.896	structures/output/WWF13278/WWF13278_model.cif
WWF13279	0.83	0.78	0.78	0.872	structures/output/WWF13279/WWF13279_model.cif
WWF13281	0.89	0.88	0.88	0.924	structures/output/WWF13281/WWF13281_model.cif
WWF13282	0.82	0.81	0.81	0.872	structures/output/WWF13282/WWF13282_model.cif
WWF13283	0.71	0.62	0.62	0.734	structures/output/WWF13283/WWF13283_model.cif
WWF13284	0.81	0.78	0.78	0.879	structures/output/WWF13284/WWF13284_model.cif
WWF13285	0.83	0.82	0.82	0.905	structures/output/WWF13285/WWF13285_model.cif
WWF13291	0.86	0.9	0.9	0.93	structures/output/WWF13291/WWF13291_model.cif
WWF13297	0.76	0.71	0.71	0.725	structures/output/WWF13297/WWF13297_model.cif
WWF13298	0.85	0.87	0.87	0.921	structures/output/WWF13298/WWF13298_model.cif
WWF13301	0.76	0.77	0.77	0.855	structures/output/WWF13301/WWF13301_model.cif
WWF13303	0.82	0.78	0.78	0.835	structures/output/WWF13303/WWF13303_model.cif
WWF13304	0.92	0.95	0.95	0.949	structures/output/WWF13304/WWF13304_model.cif
WWF13305	0.9	0.91	0.91	0.941	structures/output/WWF13305/WWF13305_model.cif
WWF13307	0.77	0.79	0.79	0.868	structures/output/WWF13307/WWF13307_model.cif
WWF13309	0.8	0.65	0.65	0.687	structures/output/WWF13309/WWF13309_model.cif
WWF13311	0.72	0.74	0.74	0.82	structures/output/WWF13311/WWF13311_model.cif
WWF13318	0.84	0.83	0.83	0.906	structures/output/WWF13318/WWF13318_model.cif
WWF13323	0.87	0.85	0.85	0.919	structures/output/WWF13323/WWF13323_model.cif
WWF13324	0.77	0.83	0.83	0.853	structures/output/WWF13324/WWF13324_model.cif
WWF13325	0.85	0.86	0.86	0.937	structures/output/WWF13325/WWF13325_model.cif
WWF13326	0.79	0.52	0.52	0.607	structures/output/WWF13326/WWF13326_model.cif
WWF13327	0.87	0.79	0.79	0.851	structures/output/WWF13327/WWF13327_model.cif
WWF13331	0.81	0.82	0.82	0.879	structures/output/WWF13331/WWF13331_model.cif
WWF13332	0.64	0.69	0.69	0.827	structures/output/WWF13332/WWF13332_model.cif
WWF13334	0.9	0.85	0.85	0.848	structures/output/WWF13334/WWF13334_model.cif
WWF13340	0.8	0.8	0.8	0.88	structures/output/WWF13340/WWF13340_model.cif
WWF13342	0.79	0.77	0.77	0.851	structures/output/WWF13342/WWF13342_model.cif
WWF13343	0.77	0.73	0.73	0.84	structures/output/WWF13343/WWF13343_model.cif
WWF13344	0.89	0.85	0.85	0.911	structures/output/WWF13344/WWF13344_model.cif
WWF13346	0.87	0.84	0.84	0.898	structures/output/WWF13346/WWF13346_model.cif
WWF13350	0.83	0.79	0.79	0.852	structures/output/WWF13350/WWF13350_model.cif
WWF13358	0.76	0.62	0.62	0.701	structures/output/WWF13358/WWF13358_model.cif
WWF13361	0.83	0.83	0.83	0.859	structures/output/WWF13361/WWF13361_model.cif
WWF13362	0.91	0.92	0.92	0.926	structures/output/WWF13362/WWF13362_model.cif
WWF13363	0.83	0.81	0.81	0.863	structures/output/WWF13363/WWF13363_model.cif
WWF13368	0.83	0.78	0.78	0.85	structures/output/WWF13368/WWF13368_model.cif
WWF13369	0.85	0.83	0.83	0.883	structures/output/WWF13369/WWF13369_model.cif
WWF13375	0.83	0.85	0.85	0.884	structures/output/WWF13375/WWF13375_model.cif
WWF13377	0.88	0.9	0.9	0.929	structures/output/WWF13377/WWF13377_model.cif
WWF13380	0.74	0.74	0.74	0.813	structures/output/WWF13380/WWF13380_model.cif
WWF13382	0.73	0.69	0.69	0.731	structures/output/WWF13382/WWF13382_model.cif
WWF13390	0.86	0.85	0.85	0.87	structures/output/WWF13390/WWF13390_model.cif
WWF13394	0.82	0.8	0.8	0.853	structures/output/WWF13394/WWF13394_model.cif
WWF13397	0.89	0.89	0.89	0.919	structures/output/WWF13397/WWF13397_model.cif
WWF13400	0.72	0.77	0.77	0.852	structures/output/WWF13400/WWF13400_model.cif
WWF13402	0.91	0.91	0.91	0.922	structures/output/WWF13402/WWF13402_model.cif
WWF13403	0.83	0.79	0.79	0.807	structures/output/WWF13403/WWF13403_model.cif
WWF13407	0.85	0.86	0.86	0.907	structures/output/WWF13407/WWF13407_model.cif
WWF13425	0.82	0.81	0.81	0.876	structures/output/WWF13425/WWF13425_model.cif
WWF13426	0.9	0.88	0.88	0.92	structures/output/WWF13426/WWF13426_model.cif
WWF13430	0.88	0.87	0.87	0.917	structures/output/WWF13430/WWF13430_model.cif
WWF13433	0.73	0.68	0.68	0.758	structures/output/WWF13433/WWF13433_model.cif
WWF13435	0.81	0.82	0.82	0.898	structures/output/WWF13435/WWF13435_model.cif
WWF13440	0.84	0.83	0.83	0.904	structures/output/WWF13440/WWF13440_model.cif
WWF13441	0.84	0.83	0.83	0.906	structures/output/WWF13441/WWF13441_model.cif
WWF13445	0.72	0.59	0.59	0.66	structures/output/WWF13445/WWF13445_model.cif
WWF13452	0.89	0.86	0.86	0.886	structures/output/WWF13452/WWF13452_model.cif
WWF13456	0.83	0.82	0.82	0.899	structures/output/WWF13456/WWF13456_model.cif
WWF13457	0.86	0.88	0.88	0.92	structures/output/WWF13457/WWF13457_model.cif
WWF13459	0.87	0.86	0.86	0.919	structures/output/WWF13459/WWF13459_model.cif
WWF13460	0.86	0.88	0.88	0.918	structures/output/WWF13460/WWF13460_model.cif
WWF13461	0.78	0.78	0.78	0.856	structures/output/WWF13461/WWF13461_model.cif
WWF13462	0.84	0.84	0.84	0.915	structures/output/WWF13462/WWF13462_model.cif
WWF13463	0.92	0.89	0.89	0.893	structures/output/WWF13463/WWF13463_model.cif
WWF13464	0.91	0.88	0.88	0.917	structures/output/WWF13464/WWF13464_model.cif
WWF13465	0.8	0.81	0.81	0.879	structures/output/WWF13465/WWF13465_model.cif
WWF13466	0.77	0.76	0.76	0.859	structures/output/WWF13466/WWF13466_model.cif
WWF13470	0.88	0.9	0.9	0.928	structures/output/WWF13470/WWF13470_model.cif
WWF13471	0.9	0.85	0.85	0.851	structures/output/WWF13471/WWF13471_model.cif
WWF13472	0.76	0.71	0.71	0.805	structures/output/WWF13472/WWF13472_model.cif
WWF13473	0.82	0.81	0.81	0.869	structures/output/WWF13473/WWF13473_model.cif
WWF13478	0.82	0.79	0.79	0.883	structures/output/WWF13478/WWF13478_model.cif
WWF13483	0.83	0.85	0.85	0.885	structures/output/WWF13483/WWF13483_model.cif
WWF13484	0.78	0.8	0.8	0.851	structures/output/WWF13484/WWF13484_model.cif
WWF13485	0.81	0.85	0.85	0.887	structures/output/WWF13485/WWF13485_model.cif
WWF13489	0.88	0.88	0.88	0.919	structures/output/WWF13489/WWF13489_model.cif
WWF13491	0.78	0.8	0.8	0.882	structures/output/WWF13491/WWF13491_model.cif
WWF13495	0.84	0.85	0.85	0.902	structures/output/WWF13495/WWF13495_model.cif
WWF13500	0.83	0.82	0.82	0.856	structures/output/WWF13500/WWF13500_model.cif
WWF13501	0.77	0.78	0.78	0.87	structures/output/WWF13501/WWF13501_model.cif
WWF13505	0.84	0.89	0.89	0.919	structures/output/WWF13505/WWF13505_model.cif
WWF13506	0.86	0.87	0.87	0.912	structures/output/WWF13506/WWF13506_model.cif
WWF13507	0.71	0.71	0.71	0.832	structures/output/WWF13507/WWF13507_model.cif
WWF13510	0.85	0.62	0.62	0.66	structures/output/WWF13510/WWF13510_model.cif
WWF13511	0.83	0.82	0.82	0.9	structures/output/WWF13511/WWF13511_model.cif
WWF13512	0.89	0.91	0.91	0.945	structures/output/WWF13512/WWF13512_model.cif
WWF13514	0.75	0.73	0.73	0.763	structures/output/WWF13514/WWF13514_model.cif
WWF13519	0.83	0.83	0.83	0.904	structures/output/WWF13519/WWF13519_model.cif
WWF13529	0.86	0.83	0.83	0.885	structures/output/WWF13529/WWF13529_model.cif
WWF13530	0.81	0.83	0.83	0.856	structures/output/WWF13530/WWF13530_model.cif
WWF13532	0.81	0.82	0.82	0.87	structures/output/WWF13532/WWF13532_model.cif
WWF13535	0.83	0.83	0.83	0.891	structures/output/WWF13535/WWF13535_model.cif
WWF13536	0.76	0.58	0.58	0.735	structures/output/WWF13536/WWF13536_model.cif
WWF13542	0.82	0.86	0.86	0.895	structures/output/WWF13542/WWF13542_model.cif
WWF13546	0.8	0.81	0.81	0.875	structures/output/WWF13546/WWF13546_model.cif
WWF13554	0.78	0.78	0.78	0.86	structures/output/WWF13554/WWF13554_model.cif
WWF13559	0.83	0.83	0.83	0.884	structures/output/WWF13559/WWF13559_model.cif
WWF13566	0.83	0.84	0.84	0.892	structures/output/WWF13566/WWF13566_model.cif
WWF13568	0.77	0.8	0.8	0.896	structures/output/WWF13568/WWF13568_model.cif
WWF13571	0.81	0.75	0.75	0.833	structures/output/WWF13571/WWF13571_model.cif
WWF13578	0.8	0.82	0.82	0.899	structures/output/WWF13578/WWF13578_model.cif
WWF13584	0.85	0.84	0.84	0.87	structures/output/WWF13584/WWF13584_model.cif
WWF13585	0.83	0.79	0.79	0.842	structures/output/WWF13585/WWF13585_model.cif
WWF13587	0.78	0.74	0.74	0.831	structures/output/WWF13587/WWF13587_model.cif
WWF13591	0.81	0.75	0.75	0.834	structures/output/WWF13591/WWF13591_model.cif
WWF13592	0.8	0.77	0.77	0.844	structures/output/WWF13592/WWF13592_model.cif
WWF13595	0.82	0.85	0.85	0.908	structures/output/WWF13595/WWF13595_model.cif
WWF13600	0.77	0.8	0.8	0.889	structures/output/WWF13600/WWF13600_model.cif
WWF13603	0.85	0.85	0.85	0.914	structures/output/WWF13603/WWF13603_model.cif
WWF13604	0.81	0.84	0.84	0.859	structures/output/WWF13604/WWF13604_model.cif
WWF13605	0.84	0.82	0.82	0.873	structures/output/WWF13605/WWF13605_model.cif
WWF13606	0.86	0.83	0.83	0.903	structures/output/WWF13606/WWF13606_model.cif
WWF13607	0.8	0.82	0.82	0.877	structures/output/WWF13607/WWF13607_model.cif
WWF13608	0.87	0.86	0.86	0.913	structures/output/WWF13608/WWF13608_model.cif
WWF13611	0.83	0.87	0.87	0.885	structures/output/WWF13611/WWF13611_model.cif
WWF13612	0.8	0.77	0.77	0.854	structures/output/WWF13612/WWF13612_model.cif
WWF13613	0.82	0.85	0.85	0.898	structures/output/WWF13613/WWF13613_model.cif
WWF13614	0.83	0.85	0.85	0.905	structures/output/WWF13614/WWF13614_model.cif
WWF13629	0.84	0.83	0.83	0.909	structures/output/WWF13629/WWF13629_model.cif
WWF13633	0.83	0.84	0.84	0.903	structures/output/WWF13633/WWF13633_model.cif
WWF13635	0.86	0.88	0.88	0.927	structures/output/WWF13635/WWF13635_model.cif
WWF13636	0.87	0.86	0.86	0.919	structures/output/WWF13636/WWF13636_model.cif
WWF13639	0.85	0.83	0.83	0.866	structures/output/WWF13639/WWF13639_model.cif
WWF13641	0.75	0.69	0.69	0.744	structures/output/WWF13641/WWF13641_model.cif
WWF13642	0.82	0.82	0.82	0.902	structures/output/WWF13642/WWF13642_model.cif
WWF13655	0.78	0.47	0.47	0.592	structures/output/WWF13655/WWF13655_model.cif
WWF13660	0.87	0.84	0.84	0.9	structures/output/WWF13660/WWF13660_model.cif
WWF13661	0.75	0.46	0.46	0.502	structures/output/WWF13661/WWF13661_model.cif
WWF13662	0.69	0.73	0.73	0.82	structures/output/WWF13662/WWF13662_model.cif
WWF13663	0.88	0.65	0.65	0.668	structures/output/WWF13663/WWF13663_model.cif
WWF13667	0.89	0.88	0.88	0.925	structures/output/WWF13667/WWF13667_model.cif
WWF13671	0.86	0.87	0.87	0.916	structures/output/WWF13671/WWF13671_model.cif
WWF13674	0.9	0.89	0.89	0.933	structures/output/WWF13674/WWF13674_model.cif
WWF13676	0.82	0.84	0.84	0.889	structures/output/WWF13676/WWF13676_model.cif
WWF13678	0.81	0.8	0.8	0.889	structures/output/WWF13678/WWF13678_model.cif
WWF13683	0.75	0.78	0.78	0.86	structures/output/WWF13683/WWF13683_model.cif
WWF13685	0.72	0.66	0.66	0.729	structures/output/WWF13685/WWF13685_model.cif
WWF13687	0.87	0.85	0.85	0.849	structures/output/WWF13687/WWF13687_model.cif
WWF13688	0.83	0.8	0.8	0.885	structures/output/WWF13688/WWF13688_model.cif
WWF13696	0.86	0.84	0.84	0.902	structures/output/WWF13696/WWF13696_model.cif
WWF13702	0.8	0.83	0.83	0.894	structures/output/WWF13702/WWF13702_model.cif
WWF13704	0.78	0.81	0.81	0.878	structures/output/WWF13704/WWF13704_model.cif
WWF13705	0.87	0.86	0.86	0.896	structures/output/WWF13705/WWF13705_model.cif
WWF13707	0.78	0.79	0.79	0.88	structures/output/WWF13707/WWF13707_model.cif
WWF13708	0.77	0.66	0.66	0.75	structures/output/WWF13708/WWF13708_model.cif
WWF13709	0.82	0.81	0.81	0.846	structures/output/WWF13709/WWF13709_model.cif
WWF13714	0.75	0.71	0.71	0.765	structures/output/WWF13714/WWF13714_model.cif
WWF13715	0.85	0.85	0.85	0.911	structures/output/WWF13715/WWF13715_model.cif
WWF13716	0.85	0.73	0.73	0.754	structures/output/WWF13716/WWF13716_model.cif
WWF13718	0.8	0.82	0.82	0.888	structures/output/WWF13718/WWF13718_model.cif
WWF13724	0.89	0.87	0.87	0.913	structures/output/WWF13724/WWF13724_model.cif
WWF13725	0.75	0.79	0.79	0.822	structures/output/WWF13725/WWF13725_model.cif
WWF13732	0.84	0.86	0.86	0.925	structures/output/WWF13732/WWF13732_model.cif
WWF13736	0.78	0.8	0.8	0.899	structures/output/WWF13736/WWF13736_model.cif
WWF13737	0.79	0.77	0.77	0.854	structures/output/WWF13737/WWF13737_model.cif
WWF13742	0.89	0.89	0.89	0.933	structures/output/WWF13742/WWF13742_model.cif
WWF13746	0.9	0.71	0.71	0.725	structures/output/WWF13746/WWF13746_model.cif
WWF13747	0.75	0.7	0.7	0.801	structures/output/WWF13747/WWF13747_model.cif
WWF13748	0.82	0.83	0.83	0.915	structures/output/WWF13748/WWF13748_model.cif
WWF13749	0.84	0.79	0.79	0.859	structures/output/WWF13749/WWF13749_model.cif
WWF13751	0.8	0.72	0.72	0.813	structures/output/WWF13751/WWF13751_model.cif
WWF13752	0.76	0.76	0.76	0.845	structures/output/WWF13752/WWF13752_model.cif
WWF13755	0.49	0.49	0.49	0.648	structures/output/WWF13755/WWF13755_model.cif
WWF13756	0.89	0.87	0.87	0.909	structures/output/WWF13756/WWF13756_model.cif
WWF13761	0.76	0.72	0.72	0.806	structures/output/WWF13761/WWF13761_model.cif
WWF13763	0.9	0.88	0.88	0.933	structures/output/WWF13763/WWF13763_model.cif
WWF13765	0.88	0.89	0.89	0.923	structures/output/WWF13765/WWF13765_model.cif
WWF13768	0.79	0.8	0.8	0.888	structures/output/WWF13768/WWF13768_model.cif
WWF13769	0.84	0.81	0.81	0.888	structures/output/WWF13769/WWF13769_model.cif
WWF13770	0.8	0.74	0.74	0.871	structures/output/WWF13770/WWF13770_model.cif
WWF13771	0.75	0.76	0.76	0.839	structures/output/WWF13771/WWF13771_model.cif
WWF13778	0.78	0.75	0.75	0.839	structures/output/WWF13778/WWF13778_model.cif
WWF13782	0.77	0.71	0.71	0.771	structures/output/WWF13782/WWF13782_model.cif
WWF13783	0.84	0.82	0.82	0.886	structures/output/WWF13783/WWF13783_model.cif
WWF13785	0.81	0.76	0.76	0.79	structures/output/WWF13785/WWF13785_model.cif
WWF13786	0.75	0.6	0.6	0.704	structures/output/WWF13786/WWF13786_model.cif
WWF13792	0.81	0.84	0.84	0.885	structures/output/WWF13792/WWF13792_model.cif
WWF13796	0.72	0.73	0.73	0.834	structures/output/WWF13796/WWF13796_model.cif
WWF13799	0.86	0.84	0.84	0.906	structures/output/WWF13799/WWF13799_model.cif
WWF13803	0.69	0.67	0.67	0.739	structures/output/WWF13803/WWF13803_model.cif
WWF13811	0.89	0.89	0.89	0.933	structures/output/WWF13811/WWF13811_model.cif
WWF13814	0.86	0.84	0.84	0.911	structures/output/WWF13814/WWF13814_model.cif
WWF13817	0.91	0.89	0.89	0.949	structures/output/WWF13817/WWF13817_model.cif
WWF13822	0.84	0.82	0.82	0.908	structures/output/WWF13822/WWF13822_model.cif
WWF13827	0.7	0.72	0.72	0.798	structures/output/WWF13827/WWF13827_model.cif
WWF13828	0.77	0.77	0.77	0.853	structures/output/WWF13828/WWF13828_model.cif
WWF13834	0.71	0.71	0.71	0.862	structures/output/WWF13834/WWF13834_model.cif
WWF13837	0.8	0.75	0.75	0.858	structures/output/WWF13837/WWF13837_model.cif
WWF13842	0.9	0.92	0.92	0.931	structures/output/WWF13842/WWF13842_model.cif
WWF13845	0.82	0.84	0.84	0.905	structures/output/WWF13845/WWF13845_model.cif
WWF13850	0.75	0.8	0.8	0.861	structures/output/WWF13850/WWF13850_model.cif
WWF13852	0.84	0.83	0.83	0.894	structures/output/WWF13852/WWF13852_model.cif
WWF13869	0.86	0.86	0.86	0.904	structures/output/WWF13869/WWF13869_model.cif
WWF13871	0.8	0.84	0.84	0.904	structures/output/WWF13871/WWF13871_model.cif
WWF13873	0.75	0.76	0.76	0.848	structures/output/WWF13873/WWF13873_model.cif
WWF13876	0.72	0.68	0.68	0.726	structures/output/WWF13876/WWF13876_model.cif
WWF13877	0.87	0.87	0.87	0.903	structures/output/WWF13877/WWF13877_model.cif
WWF13882	0.63	0.64	0.64	0.753	structures/output/WWF13882/WWF13882_model.cif
WWF13893	0.84	0.83	0.83	0.912	structures/output/WWF13893/WWF13893_model.cif
WWF13900	0.68	0.65	0.65	0.823	structures/output/WWF13900/WWF13900_model.cif
WWF13903	0.79	0.8	0.8	0.879	structures/output/WWF13903/WWF13903_model.cif
WWF13905	0.79	0.81	0.81	0.9	structures/output/WWF13905/WWF13905_model.cif
WWF13907	0.74	0.7	0.7	0.802	structures/output/WWF13907/WWF13907_model.cif
WWF13909	0.47	0.42	0.42	0.607	structures/output/WWF13909/WWF13909_model.cif
WWF13910	0.86	0.88	0.88	0.917	structures/output/WWF13910/WWF13910_model.cif
WWF13916	0.84	0.8	0.8	0.855	structures/output/WWF13916/WWF13916_model.cif
WWF13917	0.85	0.83	0.83	0.895	structures/output/WWF13917/WWF13917_model.cif
WWF13920	0.73	0.73	0.73	0.826	structures/output/WWF13920/WWF13920_model.cif
WWF13922	0.87	0.83	0.83	0.912	structures/output/WWF13922/WWF13922_model.cif
WWF13925	0.83	0.82	0.82	0.891	structures/output/WWF13925/WWF13925_model.cif
WWF13932	0.91	0.9	0.9	0.938	structures/output/WWF13932/WWF13932_model.cif
WWF13934	0.79	0.77	0.77	0.853	structures/output/WWF13934/WWF13934_model.cif
WWF13935	0.8	0.8	0.8	0.865	structures/output/WWF13935/WWF13935_model.cif
WWF13939	0.7	0.62	0.62	0.732	structures/output/WWF13939/WWF13939_model.cif
WWF13947	0.85	0.86	0.86	0.893	structures/output/WWF13947/WWF13947_model.cif
WWF13951	0.79	0.81	0.81	0.886	structures/output/WWF13951/WWF13951_model.cif
WWF13954	0.84	0.82	0.82	0.903	structures/output/WWF13954/WWF13954_model.cif
WWF13955	0.92	0.9	0.9	0.918	structures/output/WWF13955/WWF13955_model.cif
WWF13959	0.81	0.8	0.8	0.838	structures/output/WWF13959/WWF13959_model.cif
WWF13960	0.64	0.51	0.51	0.699	structures/output/WWF13960/WWF13960_model.cif
WWF13964	0.92	0.93	0.93	0.925	structures/output/WWF13964/WWF13964_model.cif
WWF13966	0.81	0.82	0.82	0.889	structures/output/WWF13966/WWF13966_model.cif
WWF13969	0.87	0.88	0.88	0.91	structures/output/WWF13969/WWF13969_model.cif
WWF13973	0.79	0.76	0.76	0.828	structures/output/WWF13973/WWF13973_model.cif
WWF13974	0.66	0.65	0.65	0.775	structures/output/WWF13974/WWF13974_model.cif
WWF13976	0.64	0.52	0.52	0.685	structures/output/WWF13976/WWF13976_model.cif
WWF13982	0.87	0.88	0.88	0.931	structures/output/WWF13982/WWF13982_model.cif
WWF13984	0.78	0.78	0.78	0.876	structures/output/WWF13984/WWF13984_model.cif
WWF13987	0.82	0.8	0.8	0.909	structures/output/WWF13987/WWF13987_model.cif
WWF13998	0.84	0.84	0.84	0.91	structures/output/WWF13998/WWF13998_model.cif
WWF14000	0.87	0.89	0.89	0.923	structures/output/WWF14000/WWF14000_model.cif
WWF14004	0.72	0.69	0.69	0.832	structures/output/WWF14004/WWF14004_model.cif
WWF14006	0.81	0.81	0.81	0.9	structures/output/WWF14006/WWF14006_model.cif
WWF14009	0.89	0.86	0.86	0.881	structures/output/WWF14009/WWF14009_model.cif
WWF14015	0.86	0.82	0.82	0.848	structures/output/WWF14015/WWF14015_model.cif
WWF14018	0.87	0.86	0.86	0.924	structures/output/WWF14018/WWF14018_model.cif
WWF14019	0.89	0.89	0.89	0.929	structures/output/WWF14019/WWF14019_model.cif
WWF14031	0.79	0.7	0.7	0.79	structures/output/WWF14031/WWF14031_model.cif
WWF14033	0.78	0.62	0.62	0.689	structures/output/WWF14033/WWF14033_model.cif
WWF14036	0.74	0.68	0.68	0.77	structures/output/WWF14036/WWF14036_model.cif
WWF14039	0.91	0.92	0.92	0.943	structures/output/WWF14039/WWF14039_model.cif
WWF14041	0.88	0.87	0.87	0.872	structures/output/WWF14041/WWF14041_model.cif
WWF14042	0.71	0.73	0.73	0.803	structures/output/WWF14042/WWF14042_model.cif
WWF14047	0.75	0.68	0.68	0.763	structures/output/WWF14047/WWF14047_model.cif
WWF14048	0.7	0.55	0.55	0.662	structures/output/WWF14048/WWF14048_model.cif
WWF14049	0.88	0.89	0.89	0.911	structures/output/WWF14049/WWF14049_model.cif
WWF14050	0.81	0.83	0.83	0.89	structures/output/WWF14050/WWF14050_model.cif
WWF14054	0.74	0.78	0.78	0.839	structures/output/WWF14054/WWF14054_model.cif
WWF14055	0.85	0.87	0.87	0.927	structures/output/WWF14055/WWF14055_model.cif
WWF14065	0.81	0.81	0.81	0.856	structures/output/WWF14065/WWF14065_model.cif
WWF14072	0.86	0.85	0.85	0.922	structures/output/WWF14072/WWF14072_model.cif
WWF14073	0.83	0.79	0.79	0.793	structures/output/WWF14073/WWF14073_model.cif
WWF14078	0.78	0.74	0.74	0.787	structures/output/WWF14078/WWF14078_model.cif
WWF14081	0.8	0.79	0.79	0.868	structures/output/WWF14081/WWF14081_model.cif
WWF14083	0.78	0.76	0.76	0.878	structures/output/WWF14083/WWF14083_model.cif
WWF14084	0.76	0.74	0.74	0.861	structures/output/WWF14084/WWF14084_model.cif
WWF14086	0.76	0.82	0.82	0.858	structures/output/WWF14086/WWF14086_model.cif
WWF14087	0.83	0.75	0.75	0.792	structures/output/WWF14087/WWF14087_model.cif
WWF14091	0.76	0.63	0.63	0.716	structures/output/WWF14091/WWF14091_model.cif
WWF14095	0.73	0.77	0.77	0.867	structures/output/WWF14095/WWF14095_model.cif
WWF14097	0.83	0.83	0.83	0.898	structures/output/WWF14097/WWF14097_model.cif
WWF14106	0.84	0.85	0.85	0.903	structures/output/WWF14106/WWF14106_model.cif
WWF14107	0.92	0.93	0.93	0.929	structures/output/WWF14107/WWF14107_model.cif
WWF14110	0.84	0.81	0.81	0.923	structures/output/WWF14110/WWF14110_model.cif
WWF14113	0.8	0.79	0.79	0.865	structures/output/WWF14113/WWF14113_model.cif
WWF14117	0.82	0.82	0.82	0.844	structures/output/WWF14117/WWF14117_model.cif
WWF14118	0.86	0.87	0.87	0.9	structures/output/WWF14118/WWF14118_model.cif
WWF14124	0.87	0.87	0.87	0.919	structures/output/WWF14124/WWF14124_model.cif
WWF14127	0.84	0.77	0.77	0.854	structures/output/WWF14127/WWF14127_model.cif
